Network Rules Log
Generated: 24/05/2025 1:55:22 pm
=================================
[Rule: Allow Corp Web HTTPS]
  Source: ANY:-1
  Destination: 10.0.1.0/24:443
  Protocol: TCP
  Action: ALLOW
  Priority: 50
---------------------------------
[Rule: Allow Corp Web HTTP]
  Source: ANY:-1
  Destination: 10.0.1.0/24:80
  Protocol: TCP
  Action: ALLOW
  Priority: 40
---------------------------------
[Rule: Allow FTP (Work Hours)]
  Source: ANY:-1
  Destination: ANY:62774
  Protocol: TCP
  Action: ALLOW
  Priority: 30
---------------------------------
[Rule: Block Bad Site]
  Source: ANY:-1
  Destination: 6.6.6.6:-1
  Protocol: ANY
  Action: DENY
  Priority: 100
---------------------------------
[Rule: Override Block Bad Site]
  Source: ANY:-1
  Destination: 6.6.6.6:-1
  Protocol: ANY
  Action: ALLOW
  Priority: 110
---------------------------------
[Rule: Log All Web to Corp]
  Source: ANY:-1
  Destination: 10.0.1.0/24:443
  Protocol: TCP
  Action: LOG
  Priority: 45
---------------------------------
[Rule: Allow Local DNS]
  Source: ANY:-1
  Destination: ANY:53
  Protocol: UDP
  Action: ALLOW
  Priority: 60
---------------------------------
[Rule: Allow Local DNS]
  Source: ANY:-1
  Destination: ANY:53
  Protocol: TCP
  Action: ALLOW
  Priority: 60
---------------------------------
[Rule: Allow DHCP]
  Source: ANY:68
  Destination: ANY:67
  Protocol: UDP
  Action: ALLOW
  Priority: 70
---------------------------------
[Rule: New Rule 10]
  Source: ANY:-1
  Destination: ANY:-1
  Protocol: TCP
  Action: DENY
  Priority: 50
---------------------------------
Sat May 24 16:16:57 2025 - SrcIP: 192.168.100.71, DstIP: 140.82.112.21, SrcPort: 52309, DstPort: 443, Proto: TCP - Action: DENY
Sat May 24 20:13:34 2025 - SrcIP: 192.168.100.71, DstIP: 52.168.112.67, SrcPort: 52889, DstPort: 443, Proto: TCP - Action: DENY
Sat May 24 20:13:35 2025 - SrcIP: 192.168.100.71, DstIP: 192.168.100.1, SrcPort: 2048, DstPort: 19796, Proto: OTHER - Action: DENY
Sat May 24 20:13:36 2025 - SrcIP: 0.0.0.0, DstIP: 47.128.147.59, SrcPort: 24579, DstPort: 36820, Proto: OTHER - Action: DENY
Sat May 24 20:13:37 2025 - SrcIP: 0.11.134.89, DstIP: 205.235.137.75, SrcPort: 24588, DstPort: 55556, Proto: OTHER - Action: DENY
Sat May 24 20:13:38 2025 - SrcIP: 12.12.12.12, DstIP: 0.0.0.0, SrcPort: 24585, DstPort: 1112, Proto: OTHER - Action: DENY
Sat May 24 20:13:40 2025 - SrcIP: 0.11.134.89, DstIP: 205.235.137.75, SrcPort: 24585, DstPort: 2604, Proto: OTHER - Action: DENY
Sat May 24 20:13:41 2025 - SrcIP: 239.2.192.168, DstIP: 100.1.0.0, SrcPort: 1, DstPort: 2048, Proto: OTHER - Action: DENY
Sat May 24 20:13:43 2025 - SrcIP: 0.0.0.0, DstIP: 47.128.147.59, SrcPort: 24579, DstPort: 36820, Proto: OTHER - Action: DENY
Sat May 24 20:13:44 2025 - SrcIP: 0.0.0.0, DstIP: 47.128.147.59, SrcPort: 24579, DstPort: 36820, Proto: OTHER - Action: DENY
Sat May 24 20:13:46 2025 - SrcIP: 2.16.158.48, DstIP: 192.168.100.71, SrcPort: 443, DstPort: 52893, Proto: TCP - Action: DENY
Sat May 24 20:13:47 2025 - SrcIP: 40.126.18.33, DstIP: 192.168.100.71, SrcPort: 443, DstPort: 52892, Proto: TCP - Action: DENY
Sat May 24 20:13:49 2025 - SrcIP: 13.69.116.108, DstIP: 192.168.100.71, SrcPort: 443, DstPort: 52900, Proto: TCP - Action: DENY
Sat May 24 20:13:51 2025 - SrcIP: 0.0.0.0, DstIP: 255.255.255.255, SrcPort: 68, DstPort: 67, Proto: UDP - Action: ALLOW
Sat May 24 20:13:52 2025 - SrcIP: 225.234.192.168, DstIP: 100.71.72.253, SrcPort: 1, DstPort: 2048, Proto: OTHER - Action: DENY
Sat May 24 22:41:27 2025 - SrcIP: 192.168.100.71, DstIP: 20.189.173.11, SrcPort: 53840, DstPort: 443, Proto: TCP - Action: DENY
Sat May 24 22:41:28 2025 - SrcIP: 20.189.173.11, DstIP: 192.168.100.71, SrcPort: 443, DstPort: 53840, Proto: TCP - Action: DENY
Sat May 24 22:41:29 2025 - SrcIP: 0.39.0.2, DstIP: 0.0.0.0, SrcPort: 24578, DstPort: 22773, Proto: OTHER - Action: DENY
Sat May 24 22:41:32 2025 - SrcIP: 192.168.100.1, DstIP: 239.255.255.250, SrcPort: 37418, DstPort: 1900, Proto: UDP - Action: DENY
Sat May 24 22:41:36 2025 - SrcIP: 0.0.0.0, DstIP: 47.128.147.59, SrcPort: 24578, DstPort: 6177, Proto: OTHER - Action: DENY
Sat May 24 22:41:37 2025 - SrcIP: 0.0.0.0, DstIP: 47.128.147.59, SrcPort: 24578, DstPort: 6177, Proto: OTHER - Action: DENY
Sat May 24 22:41:38 2025 - SrcIP: 239.2.192.168, DstIP: 100.1.0.0, SrcPort: 1, DstPort: 2048, Proto: OTHER - Action: DENY
Sat May 24 22:41:39 2025 - SrcIP: 20.189.173.11, DstIP: 192.168.100.71, SrcPort: 443, DstPort: 53840, Proto: TCP - Action: DENY
Sat May 24 22:41:44 2025 - SrcIP: 225.234.192.168, DstIP: 100.71.72.253, SrcPort: 1, DstPort: 2048, Proto: OTHER - Action: DENY
Sat May 24 22:41:45 2025 - SrcIP: 0.0.0.0, DstIP: 47.128.147.59, SrcPort: 24578, DstPort: 6177, Proto: OTHER - Action: DENY
Sun May 25 00:04:58 2025 - SrcIP: 192.168.100.71, DstIP: 69.173.144.138, SrcPort: 54148, DstPort: 443, Proto: TCP - Action: DENY
Sun May 25 00:04:59 2025 - SrcIP: 69.173.144.138, DstIP: 192.168.100.71, SrcPort: 443, DstPort: 54115, Proto: TCP - Action: DENY
Sun May 25 00:05:04 2025 - SrcIP: 192.168.100.71, DstIP: 20.189.173.27, SrcPort: 54454, DstPort: 443, Proto: TCP - Action: DENY
Sun May 25 00:05:05 2025 - SrcIP: 20.189.173.27, DstIP: 192.168.100.71, SrcPort: 443, DstPort: 54454, Proto: TCP - Action: DENY
Sun May 25 00:08:17 2025 - SrcIP: 0.11.134.89, DstIP: 168.50.8.102, SrcPort: 24582, DstPort: 6239, Proto: OTHER - Action: DENY
Sun May 25 00:08:20 2025 - SrcIP: 20.189.173.27, DstIP: 192.168.100.71, SrcPort: 443, DstPort: 54454, Proto: TCP - Action: DENY
Sun May 25 00:08:22 2025 - SrcIP: 10.10.10.3, DstIP: 224.0.0.1, SrcPort: 4452, DstPort: 61083, Proto: OTHER - Action: DENY
Sun May 25 00:08:24 2025 - SrcIP: 0.11.134.89, DstIP: 168.50.8.102, SrcPort: 24591, DstPort: 30541, Proto: OTHER - Action: DENY
Sun May 25 00:08:25 2025 - SrcIP: 192.168.100.71, DstIP: 224.0.0.251, SrcPort: 5632, DstPort: 2308, Proto: OTHER - Action: DENY
Sun May 25 00:08:27 2025 - SrcIP: 69.173.144.139, DstIP: 192.168.100.71, SrcPort: 443, DstPort: 54099, Proto: TCP - Action: DENY
Sun May 25 00:08:30 2025 - SrcIP: 69.173.144.138, DstIP: 192.168.100.71, SrcPort: 443, DstPort: 54148, Proto: TCP - Action: DENY
Sun May 25 00:08:31 2025 - SrcIP: 69.173.144.138, DstIP: 192.168.100.71, SrcPort: 443, DstPort: 54151, Proto: TCP - Action: DENY
Sun May 25 00:08:32 2025 - SrcIP: 192.168.100.71, DstIP: 224.0.0.252, SrcPort: 5632, DstPort: 2307, Proto: OTHER - Action: DENY
Sun May 25 00:08:41 2025 - SrcIP: 192.168.100.71, DstIP: 69.173.144.138, SrcPort: 54112, DstPort: 443, Proto: TCP - Action: DENY
Sun May 25 08:39:35 2025 - SrcIP: 0.0.0.0, DstIP: 152.120.174.255, SrcPort: 24584, DstPort: 6954, Proto: OTHER - Action: DENY
Sun May 25 08:39:46 2025 - SrcIP: 192.168.100.71, DstIP: 104.208.16.92, SrcPort: 54763, DstPort: 443, Proto: TCP - Action: DENY
Sun May 25 09:47:38 2025 - SrcIP: 192.168.100.40, DstIP: 224.0.0.251, SrcPort: 5632, DstPort: 2308, Proto: OTHER - Action: DENY
Sun May 25 09:47:40 2025 - SrcIP: 225.234.192.168, DstIP: 100.71.72.253, SrcPort: 1, DstPort: 2048, Proto: OTHER - Action: DENY
Sun May 25 09:47:41 2025 - SrcIP: 192.168.100.71, DstIP: 224.0.0.252, SrcPort: 5632, DstPort: 2307, Proto: OTHER - Action: DENY
Sun May 25 09:47:44 2025 - SrcIP: 140.82.113.22, DstIP: 192.168.100.71, SrcPort: 443, DstPort: 54913, Proto: TCP - Action: DENY
Sun May 25 09:47:46 2025 - SrcIP: 192.168.100.71, DstIP: 20.189.173.2, SrcPort: 54817, DstPort: 443, Proto: TCP - Action: DENY
Sun May 25 09:47:48 2025 - SrcIP: 192.168.100.1, DstIP: 239.255.255.250, SrcPort: 37418, DstPort: 1900, Proto: UDP - Action: DENY
Sun May 25 09:47:56 2025 - SrcIP: 192.168.100.71, DstIP: 140.82.113.22, SrcPort: 54913, DstPort: 443, Proto: TCP - Action: DENY
Sun May 25 09:48:02 2025 - SrcIP: 192.168.100.71, DstIP: 2.16.158.74, SrcPort: 54909, DstPort: 443, Proto: TCP - Action: DENY
Sun May 25 09:48:03 2025 - SrcIP: 0.11.134.89, DstIP: 141.227.122.177, SrcPort: 24578, DstPort: 3829, Proto: OTHER - Action: DENY
Sun May 25 09:48:04 2025 - SrcIP: 37.6.235.61, DstIP: 140.82.112.21, SrcPort: 0, DstPort: 2048, Proto: OTHER - Action: DENY
Sun May 25 10:22:06 2025 - SrcIP: 0.11.134.89, DstIP: 141.227.122.177, SrcPort: 24581, DstPort: 55781, Proto: OTHER - Action: DENY
Sun May 25 10:22:07 2025 - SrcIP: 38.0.31.24, DstIP: 36.230.185.2, SrcPort: 0, DstPort: 34525, Proto: OTHER - Action: DENY
Sun May 25 10:22:08 2025 - SrcIP: 38.0.31.24, DstIP: 36.230.185.2, SrcPort: 0, DstPort: 34525, Proto: OTHER - Action: DENY
Sun May 25 10:22:13 2025 - SrcIP: 0.0.0.0, DstIP: 152.120.174.255, SrcPort: 24584, DstPort: 6954, Proto: OTHER - Action: DENY
Sun May 25 10:22:14 2025 - SrcIP: 0.0.0.0, DstIP: 152.120.174.255, SrcPort: 24584, DstPort: 6954, Proto: OTHER - Action: DENY
Sun May 25 10:22:15 2025 - SrcIP: 0.0.0.0, DstIP: 152.120.174.255, SrcPort: 24584, DstPort: 6954, Proto: OTHER - Action: DENY
Sun May 25 10:22:17 2025 - SrcIP: 0.11.134.89, DstIP: 141.227.122.177, SrcPort: 24586, DstPort: 2333, Proto: OTHER - Action: DENY
Sun May 25 10:22:18 2025 - SrcIP: 0.11.134.89, DstIP: 141.227.122.177, SrcPort: 24581, DstPort: 55144, Proto: OTHER - Action: DENY
Sun May 25 10:22:19 2025 - SrcIP: 0.11.134.89, DstIP: 141.227.122.177, SrcPort: 24583, DstPort: 20059, Proto: OTHER - Action: DENY
Sun May 25 10:22:21 2025 - SrcIP: 0.11.134.89, DstIP: 141.227.122.177, SrcPort: 24586, DstPort: 50549, Proto: OTHER - Action: DENY
Sun May 25 16:12:11 2025 - SrcIP: 0.11.134.89, DstIP: 36.12.90.156, SrcPort: 24580, DstPort: 42664, Proto: OTHER - Action: DENY
Sun May 25 16:12:13 2025 - SrcIP: 64.24.8.2, DstIP: 0.0.0.0, SrcPort: 24576, DstPort: 0, Proto: OTHER - Action: DENY
Sun May 25 16:12:14 2025 - SrcIP: 64.24.8.2, DstIP: 0.0.0.0, SrcPort: 24576, DstPort: 0, Proto: OTHER - Action: DENY
Sun May 25 16:12:15 2025 - SrcIP: 64.24.8.2, DstIP: 0.0.0.0, SrcPort: 24576, DstPort: 0, Proto: OTHER - Action: DENY
Sun May 25 16:12:16 2025 - SrcIP: 64.24.8.2, DstIP: 0.0.0.0, SrcPort: 24576, DstPort: 0, Proto: OTHER - Action: DENY
Sun May 25 16:12:17 2025 - SrcIP: 64.24.8.2, DstIP: 0.0.0.0, SrcPort: 24576, DstPort: 0, Proto: OTHER - Action: DENY
Sun May 25 16:12:18 2025 - SrcIP: 0.11.134.89, DstIP: 36.12.90.156, SrcPort: 24584, DstPort: 13756, Proto: OTHER - Action: DENY
Sun May 25 16:12:19 2025 - SrcIP: 0.11.134.89, DstIP: 36.12.90.156, SrcPort: 24589, DstPort: 61505, Proto: OTHER - Action: DENY
Sun May 25 16:12:21 2025 - SrcIP: 0.11.134.89, DstIP: 36.12.90.156, SrcPort: 24589, DstPort: 61505, Proto: OTHER - Action: DENY
Sun May 25 16:12:24 2025 - SrcIP: 0.11.134.89, DstIP: 36.12.90.156, SrcPort: 24579, DstPort: 43718, Proto: OTHER - Action: DENY
Sun May 25 16:12:51 2025 - SrcIP: 52.168.117.168, DstIP: 192.168.100.71, SrcPort: 443, DstPort: 64271, Proto: TCP - Action: DENY
Sun May 25 16:12:52 2025 - SrcIP: 0.11.134.89, DstIP: 36.12.90.156, SrcPort: 24579, DstPort: 56446, Proto: OTHER - Action: DENY
Sun May 25 16:12:54 2025 - SrcIP: 192.168.100.71, DstIP: 192.168.100.1, SrcPort: 2048, DstPort: 19792, Proto: OTHER - Action: DENY
Sun May 25 16:12:55 2025 - SrcIP: 192.168.100.71, DstIP: 192.168.100.1, SrcPort: 2048, DstPort: 19791, Proto: OTHER - Action: DENY
Sun May 25 16:12:56 2025 - SrcIP: 192.168.100.71, DstIP: 192.168.100.1, SrcPort: 2048, DstPort: 19790, Proto: OTHER - Action: DENY
Sun May 25 16:12:57 2025 - SrcIP: 0.11.134.89, DstIP: 36.12.90.156, SrcPort: 24580, DstPort: 55893, Proto: OTHER - Action: DENY
Sun May 25 16:12:58 2025 - SrcIP: 0.11.134.89, DstIP: 36.12.90.156, SrcPort: 24580, DstPort: 55893, Proto: OTHER - Action: DENY
Sun May 25 16:12:59 2025 - SrcIP: 0.11.134.89, DstIP: 36.12.90.156, SrcPort: 24580, DstPort: 55893, Proto: OTHER - Action: DENY
Sun May 25 16:13:00 2025 - SrcIP: 192.168.100.1, DstIP: 239.255.255.250, SrcPort: 37418, DstPort: 1900, Proto: UDP - Action: DENY
Sun May 25 16:13:02 2025 - SrcIP: 192.168.100.71, DstIP: 192.168.100.1, SrcPort: 2048, DstPort: 19787, Proto: OTHER - Action: DENY
Mon May 26 08:14:17 2025 - SrcIP: 0.8.14.189, DstIP: 13.77.255.6, SrcPort: 24579, DstPort: 29368, Proto: OTHER - Action: DENY
Mon May 26 08:14:19 2025 - SrcIP: 0.8.14.189, DstIP: 13.77.255.6, SrcPort: 24591, DstPort: 24938, Proto: OTHER - Action: DENY
Mon May 26 08:14:22 2025 - SrcIP: 0.8.14.189, DstIP: 13.77.255.6, SrcPort: 24578, DstPort: 31844, Proto: OTHER - Action: DENY
Mon May 26 08:14:32 2025 - SrcIP: 192.168.18.17, DstIP: 20.42.73.27, SrcPort: 57317, DstPort: 443, Proto: TCP - Action: DENY
Mon May 26 08:14:33 2025 - SrcIP: 192.168.18.17, DstIP: 20.42.73.27, SrcPort: 57317, DstPort: 443, Proto: TCP - Action: DENY
Mon May 26 08:14:37 2025 - SrcIP: 0.8.14.189, DstIP: 13.77.255.6, SrcPort: 24578, DstPort: 51042, Proto: OTHER - Action: DENY
Mon May 26 08:14:40 2025 - SrcIP: 0.8.14.189, DstIP: 13.77.255.6, SrcPort: 24590, DstPort: 42532, Proto: OTHER - Action: DENY
Mon May 26 08:14:46 2025 - SrcIP: 0.0.0.0, DstIP: 74.76.41.255, SrcPort: 24576, DstPort: 0, Proto: OTHER - Action: DENY
Mon May 26 08:14:47 2025 - SrcIP: 0.8.14.189, DstIP: 13.77.255.6, SrcPort: 24583, DstPort: 36854, Proto: OTHER - Action: DENY
Mon May 26 08:14:48 2025 - SrcIP: 64.24.8.4, DstIP: 0.0.0.0, SrcPort: 24576, DstPort: 0, Proto: OTHER - Action: DENY
Mon May 26 08:15:07 2025 - SrcIP: 0.122.0.0, DstIP: 0.0.0.0, SrcPort: 24583, DstPort: 8200, Proto: OTHER - Action: DENY
Mon May 26 08:15:08 2025 - SrcIP: 0.8.14.189, DstIP: 13.77.255.6, SrcPort: 24587, DstPort: 2737, Proto: OTHER - Action: DENY
Mon May 26 08:15:09 2025 - SrcIP: 0.8.14.189, DstIP: 13.77.255.6, SrcPort: 24590, DstPort: 42532, Proto: OTHER - Action: DENY
Mon May 26 08:15:10 2025 - SrcIP: 0.8.14.189, DstIP: 13.77.255.6, SrcPort: 24590, DstPort: 42532, Proto: OTHER - Action: DENY
Mon May 26 08:15:14 2025 - SrcIP: 20.4.0.1, DstIP: 0.0.0.0, SrcPort: 24589, DstPort: 31774, Proto: OTHER - Action: DENY
Mon May 26 08:15:15 2025 - SrcIP: 20.4.0.1, DstIP: 0.0.0.0, SrcPort: 24583, DstPort: 27707, Proto: OTHER - Action: DENY
Mon May 26 08:15:22 2025 - SrcIP: 0.8.14.189, DstIP: 13.77.255.6, SrcPort: 24578, DstPort: 51042, Proto: OTHER - Action: DENY
Mon May 26 08:15:23 2025 - SrcIP: 42.0.20.80, DstIP: 64.12.12.7, SrcPort: 0, DstPort: 34525, Proto: OTHER - Action: DENY
Mon May 26 08:15:30 2025 - SrcIP: 64.1.196.252, DstIP: 192.168.18.1, SrcPort: 0, DstPort: 2048, Proto: OTHER - Action: DENY
Mon May 26 08:15:31 2025 - SrcIP: 72.76.41.246, DstIP: 12.201.192.168, SrcPort: 0, DstPort: 2054, Proto: OTHER - Action: DENY
Mon May 26 08:15:44 2025 - SrcIP: 64.1.194.23, DstIP: 192.168.18.1, SrcPort: 0, DstPort: 2048, Proto: OTHER - Action: DENY
Mon May 26 08:15:45 2025 - SrcIP: 64.24.8.6, DstIP: 0.0.0.0, SrcPort: 24591, DstPort: 25481, Proto: OTHER - Action: DENY
Mon May 26 08:15:46 2025 - SrcIP: 64.1.193.247, DstIP: 192.168.18.1, SrcPort: 0, DstPort: 2048, Proto: OTHER - Action: DENY
Mon May 26 08:15:48 2025 - SrcIP: 64.1.193.223, DstIP: 192.168.18.1, SrcPort: 0, DstPort: 2048, Proto: OTHER - Action: DENY
Mon May 26 08:15:50 2025 - SrcIP: 192.168.18.17, DstIP: 104.208.16.92, SrcPort: 57318, DstPort: 443, Proto: TCP - Action: DENY
Mon May 26 08:15:51 2025 - SrcIP: 104.208.16.92, DstIP: 192.168.18.17, SrcPort: 443, DstPort: 57318, Proto: TCP - Action: DENY
Mon May 26 08:15:53 2025 - SrcIP: 0.8.14.189, DstIP: 13.77.255.6, SrcPort: 24587, DstPort: 2737, Proto: OTHER - Action: DENY
Mon May 26 08:15:54 2025 - SrcIP: 64.24.8.8, DstIP: 0.0.0.0, SrcPort: 24580, DstPort: 64169, Proto: OTHER - Action: DENY
Mon May 26 08:16:08 2025 - SrcIP: 0.122.0.0, DstIP: 0.0.0.0, SrcPort: 24580, DstPort: 35491, Proto: OTHER - Action: DENY
Mon May 26 08:16:09 2025 - SrcIP: 0.8.14.189, DstIP: 13.77.255.6, SrcPort: 24590, DstPort: 42532, Proto: OTHER - Action: DENY
Mon May 26 08:20:20 2025 - SrcIP: 12.201.192.168, DstIP: 18.1.0.0, SrcPort: 1, DstPort: 2048, Proto: OTHER - Action: DENY
Mon May 26 08:20:21 2025 - SrcIP: 12.201.192.168, DstIP: 18.1.0.0, SrcPort: 1, DstPort: 2048, Proto: OTHER - Action: DENY
Mon May 26 08:20:22 2025 - SrcIP: 12.201.192.168, DstIP: 18.1.0.0, SrcPort: 1, DstPort: 2048, Proto: OTHER - Action: DENY
Mon May 26 08:20:23 2025 - SrcIP: 12.201.192.168, DstIP: 18.1.0.0, SrcPort: 1, DstPort: 2048, Proto: OTHER - Action: DENY
Mon May 26 08:20:24 2025 - SrcIP: 12.201.192.168, DstIP: 18.1.0.0, SrcPort: 1, DstPort: 2048, Proto: OTHER - Action: DENY
Mon May 26 08:20:25 2025 - SrcIP: 12.201.192.168, DstIP: 18.1.0.0, SrcPort: 1, DstPort: 2048, Proto: OTHER - Action: DENY
Mon May 26 08:20:26 2025 - SrcIP: 12.201.192.168, DstIP: 18.1.0.0, SrcPort: 1, DstPort: 2048, Proto: OTHER - Action: DENY
Mon May 26 08:20:27 2025 - SrcIP: 12.201.192.168, DstIP: 18.1.0.0, SrcPort: 1, DstPort: 2048, Proto: OTHER - Action: DENY
Mon May 26 08:20:28 2025 - SrcIP: 12.201.192.168, DstIP: 18.1.0.0, SrcPort: 1, DstPort: 2048, Proto: OTHER - Action: DENY
Mon May 26 08:20:29 2025 - SrcIP: 64.1.115.140, DstIP: 192.168.18.1, SrcPort: 0, DstPort: 2048, Proto: OTHER - Action: DENY
Mon May 26 08:20:44 2025 - SrcIP: 12.201.192.168, DstIP: 18.1.0.0, SrcPort: 1, DstPort: 2048, Proto: OTHER - Action: DENY
Mon May 26 08:20:45 2025 - SrcIP: 12.201.192.168, DstIP: 18.1.0.0, SrcPort: 1, DstPort: 2048, Proto: OTHER - Action: DENY
Mon May 26 08:20:47 2025 - SrcIP: 12.201.192.168, DstIP: 18.1.0.0, SrcPort: 1, DstPort: 2048, Proto: OTHER - Action: DENY
Mon May 26 08:20:48 2025 - SrcIP: 12.201.192.168, DstIP: 18.1.0.0, SrcPort: 1, DstPort: 2048, Proto: OTHER - Action: DENY
Mon May 26 08:20:49 2025 - SrcIP: 12.201.192.168, DstIP: 18.1.0.0, SrcPort: 1, DstPort: 2048, Proto: OTHER - Action: DENY
Mon May 26 08:20:50 2025 - SrcIP: 12.201.192.168, DstIP: 18.1.0.0, SrcPort: 1, DstPort: 2048, Proto: OTHER - Action: DENY
Mon May 26 08:20:51 2025 - SrcIP: 12.201.192.168, DstIP: 18.1.0.0, SrcPort: 1, DstPort: 2048, Proto: OTHER - Action: DENY
Mon May 26 08:20:52 2025 - SrcIP: 64.24.8.3, DstIP: 0.0.0.0, SrcPort: 24590, DstPort: 20686, Proto: OTHER - Action: DENY
Mon May 26 08:20:53 2025 - SrcIP: 0.8.14.189, DstIP: 13.77.255.6, SrcPort: 24587, DstPort: 2737, Proto: OTHER - Action: DENY
Mon May 26 08:20:54 2025 - SrcIP: 112.106.161.138, DstIP: 192.168.18.17, SrcPort: 10443, DstPort: 57324, Proto: TCP - Action: DENY
Mon May 26 08:21:24 2025 - SrcIP: 0.8.14.189, DstIP: 13.77.255.6, SrcPort: 24578, DstPort: 51042, Proto: OTHER - Action: DENY
Mon May 26 08:21:25 2025 - SrcIP: 0.8.14.189, DstIP: 13.77.255.6, SrcPort: 24589, DstPort: 33506, Proto: OTHER - Action: DENY
Mon May 26 08:21:26 2025 - SrcIP: 10.6.0.6, DstIP: 0.0.0.0, SrcPort: 24581, DstPort: 21983, Proto: OTHER - Action: DENY
Mon May 26 08:21:31 2025 - SrcIP: 112.106.161.138, DstIP: 192.168.18.17, SrcPort: 10443, DstPort: 57324, Proto: TCP - Action: DENY
Mon May 26 08:21:36 2025 - SrcIP: 0.0.0.0, DstIP: 57.115.171.164, SrcPort: 24590, DstPort: 57550, Proto: OTHER - Action: DENY
Mon May 26 08:21:39 2025 - SrcIP: 0.8.14.189, DstIP: 13.77.255.6, SrcPort: 24590, DstPort: 42532, Proto: OTHER - Action: DENY
Mon May 26 08:21:40 2025 - SrcIP: 0.8.14.189, DstIP: 13.77.255.6, SrcPort: 24590, DstPort: 42532, Proto: OTHER - Action: DENY
Mon May 26 08:21:41 2025 - SrcIP: 0.0.0.0, DstIP: 57.115.171.164, SrcPort: 24589, DstPort: 8767, Proto: OTHER - Action: DENY
Mon May 26 08:21:45 2025 - SrcIP: 0.0.0.0, DstIP: 74.76.41.255, SrcPort: 24576, DstPort: 0, Proto: OTHER - Action: DENY
Mon May 26 08:21:52 2025 - SrcIP: 0.8.14.189, DstIP: 13.77.255.6, SrcPort: 24587, DstPort: 2737, Proto: OTHER - Action: DENY
Mon May 26 08:22:19 2025 - SrcIP: 0.0.0.0, DstIP: 57.115.171.164, SrcPort: 24584, DstPort: 42843, Proto: OTHER - Action: DENY
Mon May 26 08:22:20 2025 - SrcIP: 0.8.14.189, DstIP: 13.77.255.6, SrcPort: 24580, DstPort: 22904, Proto: OTHER - Action: DENY
Mon May 26 08:22:23 2025 - SrcIP: 0.0.0.0, DstIP: 57.115.171.164, SrcPort: 24581, DstPort: 39051, Proto: OTHER - Action: DENY
Mon May 26 08:22:24 2025 - SrcIP: 0.122.2.150, DstIP: 0.0.0.0, SrcPort: 24577, DstPort: 36336, Proto: OTHER - Action: DENY
Mon May 26 08:22:29 2025 - SrcIP: 0.0.0.0, DstIP: 57.115.171.164, SrcPort: 24586, DstPort: 10507, Proto: OTHER - Action: DENY
Mon May 26 08:22:30 2025 - SrcIP: 0.0.1.7, DstIP: 0.0.0.0, SrcPort: 24586, DstPort: 20723, Proto: OTHER - Action: DENY
Mon May 26 08:22:33 2025 - SrcIP: 0.8.14.189, DstIP: 13.77.255.6, SrcPort: 24577, DstPort: 35746, Proto: OTHER - Action: DENY
Mon May 26 08:22:34 2025 - SrcIP: 0.122.2.150, DstIP: 0.0.0.0, SrcPort: 24587, DstPort: 31690, Proto: OTHER - Action: DENY
Mon May 26 08:22:35 2025 - SrcIP: 0.122.2.150, DstIP: 0.0.0.0, SrcPort: 24587, DstPort: 31690, Proto: OTHER - Action: DENY
Mon May 26 08:22:38 2025 - SrcIP: 0.0.0.0, DstIP: 57.115.171.164, SrcPort: 24584, DstPort: 879, Proto: OTHER - Action: DENY
Mon May 26 08:23:06 2025 - SrcIP: 192.168.18.17, DstIP: 192.168.18.1, SrcPort: 2048, DstPort: 19784, Proto: OTHER - Action: DENY
Mon May 26 08:23:07 2025 - SrcIP: 192.168.18.17, DstIP: 192.168.18.1, SrcPort: 2048, DstPort: 19783, Proto: OTHER - Action: DENY
Mon May 26 08:23:08 2025 - SrcIP: 0.122.0.0, DstIP: 0.0.0.0, SrcPort: 24590, DstPort: 45996, Proto: OTHER - Action: DENY
Mon May 26 08:23:09 2025 - SrcIP: 192.168.18.17, DstIP: 224.0.0.251, SrcPort: 5632, DstPort: 2308, Proto: OTHER - Action: DENY
Mon May 26 08:23:10 2025 - SrcIP: 192.168.18.17, DstIP: 192.168.18.255, SrcPort: 137, DstPort: 137, Proto: UDP - Action: DENY
Mon May 26 08:23:11 2025 - SrcIP: 192.168.18.17, DstIP: 192.168.18.255, SrcPort: 137, DstPort: 137, Proto: UDP - Action: DENY
Mon May 26 08:23:15 2025 - SrcIP: 192.168.18.17, DstIP: 239.255.255.250, SrcPort: 5632, DstPort: 64004, Proto: OTHER - Action: DENY
Mon May 26 08:23:17 2025 - SrcIP: 192.168.18.17, DstIP: 224.0.0.252, SrcPort: 5632, DstPort: 2307, Proto: OTHER - Action: DENY
Mon May 26 08:23:19 2025 - SrcIP: 0.0.0.0, DstIP: 74.76.41.255, SrcPort: 24576, DstPort: 0, Proto: OTHER - Action: DENY
Mon May 26 08:23:20 2025 - SrcIP: 0.0.0.0, DstIP: 74.76.41.255, SrcPort: 24576, DstPort: 0, Proto: OTHER - Action: DENY
Mon May 26 08:23:51 2025 - SrcIP: 0.0.0.0, DstIP: 57.115.171.164, SrcPort: 24578, DstPort: 40856, Proto: OTHER - Action: DENY
Mon May 26 08:23:52 2025 - SrcIP: 0.8.14.189, DstIP: 13.77.255.6, SrcPort: 24587, DstPort: 2737, Proto: OTHER - Action: DENY
Mon May 26 08:23:59 2025 - SrcIP: 192.168.18.1, DstIP: 239.255.255.250, SrcPort: 60420, DstPort: 1900, Proto: UDP - Action: DENY
